algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hllpp_16_mmh3,80000,80000,79787,0.9973375,524400,0.0009184030055999756,0.0018933739837745877,6.719827651977539
hllpp_16_mmh3,80000,80000,80047,1.0005875,524400,0.0008907186508178711,0.00046457718758365145,6.66499137878418
hllpp_16_mmh3,80000,80000,79932,0.99915,524400,0.000917057466506958,0.0009072877703955248,6.615161895751953
hllpp_16_mmh3,80000,80000,79704,0.9963,524400,0.0009251587867736816,0.003079406762215533,6.559848785400391
hllpp_16_mmh3,80000,80000,80336,1.0042,524400,0.0009082151412963867,0.007838611484410597,6.643056869506836
hllpp_16_mmh3,80000,80000,79778,0.997225,524400,0.0009137989997863769,0.0006422160012507254,6.7501068115234375
hllpp_16_mmh3,80000,80000,79924,0.99905,524400,0.0009420163154602051,0.007132021012697261,6.74891471862793
hllpp_16_mmh3,80000,80000,79518,0.993975,524400,0.0009157668113708496,0.0016851342796737443,6.529808044433594
hllpp_16_mmh3,80000,80000,80037,1.0004625,524400,0.0009407715797424317,0.0018433182726319867,6.604909896850586
hllpp_16_mmh3,80000,80000,80322,1.004025,524400,0.000962410020828247,0.00450946802976342,6.515026092529297
