algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hllpp_14_sha256,100000,100000,100623,1.00623,131184,0.0011973079681396484,0.0006047123719865798,1.7371177673339844
hllpp_14_sha256,100000,100000,100623,1.00623,131184,0.0011956178665161134,0.0006153908680728497,1.6040802001953125
hllpp_14_sha256,100000,100000,100623,1.00623,131184,0.001215190315246582,0.0018272181630233642,1.6798973083496094
hllpp_14_sha256,100000,100000,100623,1.00623,131184,0.001216237735748291,0.0010634807169135208,1.5950202941894531
hllpp_14_sha256,100000,100000,100623,1.00623,131184,0.0012043827056884766,0.0006022076737581261,1.596212387084961
hllpp_14_sha256,100000,100000,100623,1.00623,131184,0.0011939458370208741,0.0005209054648023794,1.6021728515625
hllpp_14_sha256,100000,100000,100623,1.00623,131184,0.0012178783416748047,0.0023619637848681947,1.5938282012939453
hllpp_14_sha256,100000,100000,100623,1.00623,131184,0.0012664098739624023,0.020387834782727793,1.6260147094726562
hllpp_14_sha256,100000,100000,100623,1.00623,131184,0.001206733798980713,0.0006376529661823984,1.6930103302001953
hllpp_14_sha256,100000,100000,100623,1.00623,131184,0.0011994253158569335,0.0007708239460222367,1.6279220581054688
