algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
tbe_0.1_0.05,40000,40000,40508,1.0127,2097368,0.0005651741027832032,0.0024667681648125428,0.003814697265625
tbe_0.1_0.05,40000,40000,40284,1.0071,2097368,0.0005747467994689942,0.002414544517827966,0.003814697265625
tbe_0.1_0.05,40000,40000,39916,0.9979,2097368,0.0005668273448944091,0.002517995204833497,0.0040531158447265625
tbe_0.1_0.05,40000,40000,39640,0.991,2097368,0.0005761316776275635,0.0026080706748688445,0.004291534423828125
tbe_0.1_0.05,40000,40000,39716,0.9929,2097368,0.0005718384742736816,0.002408438304334863,0.003814697265625
tbe_0.1_0.05,40000,40000,40032,1.0008,2097368,0.0005624766826629638,0.0026008351667091804,0.005245208740234375
tbe_0.1_0.05,40000,40000,40096,1.0024,2097368,0.0005758865356445313,0.0025858231326976434,0.0050067901611328125
tbe_0.1_0.05,40000,40000,39980,0.9995,2097368,0.0005624845504760743,0.002489675490263111,0.003814697265625
tbe_0.1_0.05,40000,40000,39770,0.99425,2097368,0.00056891770362854,0.0024864678838345216,0.003814697265625
tbe_0.1_0.05,40000,40000,39884,0.9971,2097368,0.0005776407718658447,0.002471439795554426,0.00476837158203125
