algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hllpp_16_mmh3,20000,20000,20085,1.00425,524400,0.0009264711856842041,0.0023665296605980836,6.613731384277344
hllpp_16_mmh3,20000,20000,19966,0.9983,524400,0.0008804904460906983,0.00043881985717512685,6.186008453369141
hllpp_16_mmh3,20000,20000,19993,0.99965,524400,0.0008846625804901123,0.0004170270215046431,6.170988082885742
hllpp_16_mmh3,20000,20000,20066,1.0033,524400,0.0008849404811859131,0.00045606857671626807,6.207942962646484
hllpp_16_mmh3,20000,20000,20013,1.00065,524400,0.0008862862586975097,0.00042886417220821285,6.119728088378906
hllpp_16_mmh3,20000,20000,20063,1.00315,524400,0.0008829233169555664,0.00043050879959087297,6.153106689453125
hllpp_16_mmh3,20000,20000,20013,1.00065,524400,0.0008941529273986817,0.003613172361003246,6.259918212890625
hllpp_16_mmh3,20000,20000,20014,1.0007,524400,0.0008868382930755616,0.0004419921756220546,6.131887435913086
hllpp_16_mmh3,20000,20000,19987,0.99935,524400,0.0008802309989929199,0.0004242802568521345,6.260871887207031
hllpp_16_mmh3,20000,20000,20112,1.0056,524400,0.0008832764148712158,0.00042804798886890774,6.117820739746094
