algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_16_mmh3,20000,20000,19991,0.99955,524400,0.0008077600002288818,0.0005544364866712458,6.505250930786133
hll_16_mmh3,20000,20000,20005,1.00025,524400,0.0008034339904785156,0.0014337845796645852,6.180763244628906
hll_16_mmh3,20000,20000,19985,0.99925,524400,0.0008078739643096924,0.0005557113532741866,6.165981292724609
hll_16_mmh3,20000,20000,20020,1.001,524400,0.000807992172241211,0.0005508191602337249,6.090879440307617
hll_16_mmh3,20000,20000,19957,0.99785,524400,0.0008314481735229492,0.0011324763218704952,6.438016891479492
hll_16_mmh3,20000,20000,19975,0.99875,524400,0.0008018361568450928,0.0005700591616373699,6.453037261962891
hll_16_mmh3,20000,20000,19951,0.99755,524400,0.0008063080310821533,0.0005486351573251912,6.106138229370117
hll_16_mmh3,20000,20000,19891,0.99455,524400,0.0007998162746429443,0.0005745744281382923,6.286859512329102
hll_16_mmh3,20000,20000,19966,0.9983,524400,0.000815697193145752,0.0006047619427024915,6.415128707885742
hll_16_mmh3,20000,20000,19909,0.99545,524400,0.0008102409362792969,0.000620828025824658,6.160974502563477
