algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_16_mmh3,40000,40000,40152,1.0038,524400,0.0008203431129455566,0.0007150224312141837,6.5441131591796875
hll_16_mmh3,40000,40000,39994,0.99985,524400,0.0008376183032989502,0.0031532687481843746,6.250143051147461
hll_16_mmh3,40000,40000,40091,1.002275,524400,0.0007920167922973632,0.0005279386679509992,6.311893463134766
hll_16_mmh3,40000,40000,39935,0.998375,524400,0.0008268865585327149,0.0006274285960116335,6.577968597412109
hll_16_mmh3,40000,40000,40207,1.005175,524400,0.0008128092288970947,0.0006155466721874274,6.227016448974609
hll_16_mmh3,40000,40000,40005,1.000125,524400,0.0008182812690734863,0.009338645297107139,6.32786750793457
hll_16_mmh3,40000,40000,40014,1.00035,524400,0.0008095920085906983,0.0005980582187121309,6.266117095947266
hll_16_mmh3,40000,40000,39918,0.99795,524400,0.0007929819583892822,0.0005303849108603828,6.482839584350586
hll_16_mmh3,40000,40000,39962,0.99905,524400,0.0008242541313171387,0.0072164398991566864,6.640911102294922
hll_16_mmh3,40000,40000,40030,1.00075,524400,0.0007995768547058106,0.00287600726973759,6.274223327636719
