algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_14_sha256,40000,40000,39292,0.9823,131184,0.0011743513584136962,0.0005239661950053649,1.644134521484375
hll_14_sha256,40000,40000,39292,0.9823,131184,0.0011922126770019532,0.0006520693196266698,1.6689300537109375
hll_14_sha256,40000,40000,39292,0.9823,131184,0.001212856674194336,0.0014826061632559207,1.6460418701171875
hll_14_sha256,40000,40000,39292,0.9823,131184,0.0011866114616394044,0.0013835532534451373,1.6529560089111328
hll_14_sha256,40000,40000,39292,0.9823,131184,0.001194649314880371,0.0006057749387468083,1.6057491302490234
hll_14_sha256,40000,40000,39292,0.9823,131184,0.0011790964126586914,0.0005613334909382024,1.641988754272461
hll_14_sha256,40000,40000,39292,0.9823,131184,0.0011744005680084228,0.0004911896489005473,1.6491413116455078
hll_14_sha256,40000,40000,39292,0.9823,131184,0.0011686407089233398,0.0004602283081782911,1.6162395477294922
hll_14_sha256,40000,40000,39292,0.9823,131184,0.0011936702728271484,0.0006070152488592849,1.7249584197998047
hll_14_sha256,40000,40000,39292,0.9823,131184,0.001181137800216675,0.000572743801994896,1.6591548919677734
