algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_14_mmh3,1000,1000,1006,1.006,131184,0.0007895238876342774,0.0005446165577640445,1.7778873443603516
hll_14_mmh3,1000,1000,998,0.998,131184,0.0007837663650512696,0.0005212945247747634,1.6870498657226562
hll_14_mmh3,1000,1000,995,0.995,131184,0.0007925891876220703,0.0008312747252567545,1.6851425170898438
hll_14_mmh3,1000,1000,997,0.997,131184,0.0007929573535919189,0.0005391907223623101,1.7580986022949219
hll_14_mmh3,1000,1000,991,0.991,131184,0.0007932285785675049,0.000684279060343724,1.7991065979003906
hll_14_mmh3,1000,1000,999,0.999,131184,0.0007950437545776368,0.0005959956098387753,1.734018325805664
hll_14_mmh3,1000,1000,999,0.999,131184,0.0008034185886383057,0.00074561758090625,1.5799999237060547
hll_14_mmh3,1000,1000,997,0.997,131184,0.000799034833908081,0.0006643296483419466,1.6679763793945312
hll_14_mmh3,1000,1000,1000,1.0,131184,0.0008038347721099853,0.0007189781754856865,1.7368793487548828
hll_14_mmh3,1000,1000,1012,1.012,131184,0.0007990328788757325,0.0007810916400780582,1.5990734100341797
