algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
tbe_0.05_0.05,1000,1000,1000,1.0,32984,0.0005466432094573975,0.0016105310145871376,0.0069141387939453125
tbe_0.05_0.05,1000,1000,1000,1.0,32984,0.000545624303817749,0.000535823473949644,0.0050067901611328125
tbe_0.05_0.05,1000,1000,1000,1.0,32984,0.0005459599494934082,0.0005416781147036068,0.0059604644775390625
tbe_0.05_0.05,1000,1000,1000,1.0,32984,0.000544795274734497,0.0005397948751474895,0.0050067901611328125
tbe_0.05_0.05,1000,1000,1000,1.0,32984,0.0005455360412597656,0.000532384375469755,0.006198883056640625
tbe_0.05_0.05,1000,1000,1000,1.0,32984,0.0005440813064575195,0.0005296947286020136,0.005245208740234375
tbe_0.05_0.05,1000,1000,1000,1.0,32984,0.0005448056697845458,0.0005284854896721682,0.0057220458984375
tbe_0.05_0.05,1000,1000,1000,1.0,32984,0.0005426907062530518,0.0005257760303317796,0.005245208740234375
tbe_0.05_0.05,1000,1000,1000,1.0,32984,0.0005517302989959717,0.0029862478991190457,0.003814697265625
tbe_0.05_0.05,1000,1000,1000,1.0,32984,0.000550612211227417,0.0006102974214222221,0.003814697265625
