algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_16_mmh3,1000,1000,1005,1.005,524400,0.0008010036468505859,0.0005624419231294309,6.1187744140625
hll_16_mmh3,1000,1000,1003,1.003,524400,0.0007986564636230469,0.0005830510613227807,5.986928939819336
hll_16_mmh3,1000,1000,1003,1.003,524400,0.0008089364528656006,0.0006045617021752818,6.010293960571289
hll_16_mmh3,1000,1000,1001,1.001,524400,0.0007920091152191162,0.0008670125772898272,5.971193313598633
hll_16_mmh3,1000,1000,1000,1.0,524400,0.0008036466121673583,0.0005950650426407483,6.082057952880859
hll_16_mmh3,1000,1000,992,0.992,524400,0.000801393747329712,0.0005755363688862204,5.9719085693359375
hll_16_mmh3,1000,1000,1002,1.002,524400,0.0008039230823516846,0.0005653065813476602,6.018877029418945
hll_16_mmh3,1000,1000,1005,1.005,524400,0.0007941488265991211,0.0005544138973191272,5.939006805419922
hll_16_mmh3,1000,1000,1002,1.002,524400,0.0008070576190948487,0.001127246888249528,6.039619445800781
hll_16_mmh3,1000,1000,1005,1.005,524400,0.0008041927814483643,0.0008791938976941054,5.95402717590332
