algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hllpp_14_mmh3,40000,40000,39822,0.99555,131184,0.00090818772315979,0.001845981105130388,1.6372203826904297
hllpp_14_mmh3,40000,40000,39826,0.99565,131184,0.0009044151782989501,0.0011454568631222317,1.619100570678711
hllpp_14_mmh3,40000,40000,40275,1.006875,131184,0.0009141812324523925,0.0014219909793215027,1.7590522766113281
hllpp_14_mmh3,40000,40000,40492,1.0123,131184,0.0009077081680297852,0.0005611791000351529,1.7583370208740234
hllpp_14_mmh3,40000,40000,40473,1.011825,131184,0.0008846317291259766,0.0004646109397993282,1.7161369323730469
hllpp_14_mmh3,40000,40000,39688,0.9922,131184,0.0009152815818786621,0.0017318508940317172,1.6980171203613281
hllpp_14_mmh3,40000,40000,39974,0.99935,131184,0.0008990773677825928,0.0009251432575552092,1.764059066772461
hllpp_14_mmh3,40000,40000,39638,0.99095,131184,0.0009087623596191406,0.0011814646116432462,1.6598701477050781
hllpp_14_mmh3,40000,40000,40318,1.00795,131184,0.0009058447360992431,0.0005883201082658767,1.7960071563720703
hllpp_14_mmh3,40000,40000,40133,1.003325,131184,0.0009087102413177491,0.003871604817532287,1.7461776733398438
