algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_14_sha256,20000,20000,19985,0.99925,131184,0.0011697457313537597,0.00044837232379439635,1.8198490142822266
hll_14_sha256,20000,20000,19985,0.99925,131184,0.0011839935302734375,0.0012766688319370222,1.619100570678711
hll_14_sha256,20000,20000,19985,0.99925,131184,0.0011804847240448,0.0005452448722944562,1.6739368438720703
hll_14_sha256,20000,20000,19985,0.99925,131184,0.0011725983142852783,0.0004646789537395176,1.6770362854003906
hll_14_sha256,20000,20000,19985,0.99925,131184,0.001174860382080078,0.0004893450023443548,1.6319751739501953
hll_14_sha256,20000,20000,19985,0.99925,131184,0.0011668646812438965,0.0007764788095311972,1.734018325805664
hll_14_sha256,20000,20000,19985,0.99925,131184,0.0011741191387176515,0.00046788476758796276,1.622915267944336
hll_14_sha256,20000,20000,19985,0.99925,131184,0.0011653486728668214,0.0005100034405856664,1.6269683837890625
hll_14_sha256,20000,20000,19985,0.99925,131184,0.0011684672355651855,0.0004320153428032046,1.6431808471679688
hll_14_sha256,20000,20000,19985,0.99925,131184,0.0011675460338592528,0.00044764047008911733,1.6818046569824219
