algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
tbe_0.05_0.05,20000,20000,20000,1.0,2097368,0.000587232255935669,0.0006767892614054195,0.0059604644775390625
tbe_0.05_0.05,20000,20000,20000,1.0,2097368,0.0005591771125793457,0.004797872746531094,0.0030994415283203125
tbe_0.05_0.05,20000,20000,20000,1.0,2097368,0.0005647346496582031,0.0006223610433106521,0.00476837158203125
tbe_0.05_0.05,20000,20000,20000,1.0,2097368,0.0005525948047637939,0.0005961159644691515,0.003814697265625
tbe_0.05_0.05,20000,20000,20000,1.0,2097368,0.000556931734085083,0.0006385032697351595,0.0040531158447265625
tbe_0.05_0.05,20000,20000,20000,1.0,2097368,0.0006403098106384277,0.01724624735007576,0.0030994415283203125
tbe_0.05_0.05,20000,20000,20000,1.0,2097368,0.0005479543685913086,0.0006152637421852028,0.0050067901611328125
tbe_0.05_0.05,20000,20000,20000,1.0,2097368,0.0005684593200683594,0.0006936247875352347,0.005245208740234375
tbe_0.05_0.05,20000,20000,20000,1.0,2097368,0.0005473079681396484,0.0005887755006744656,0.003814697265625
tbe_0.05_0.05,20000,20000,20000,1.0,2097368,0.0005399828433990478,0.0005722016847136962,0.004291534423828125
