algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hllpp_14_sha256,10000,10000,10074,1.0074,131184,0.001199168634414673,0.0006168491352964537,1.8160343170166016
hllpp_14_sha256,10000,10000,10074,1.0074,131184,0.0012046433448791504,0.00122529451107776,1.6798973083496094
hllpp_14_sha256,10000,10000,10074,1.0074,131184,0.0012654062747955322,0.0011501401714619833,1.74713134765625
hllpp_14_sha256,10000,10000,10074,1.0074,131184,0.0012521335601806641,0.0020009892184911053,1.6710758209228516
hllpp_14_sha256,10000,10000,10074,1.0074,131184,0.0012412997722625733,0.005295342350638559,1.7201900482177734
hllpp_14_sha256,10000,10000,10074,1.0074,131184,0.001223714065551758,0.0011923484814695207,1.6431808471679688
hllpp_14_sha256,10000,10000,10074,1.0074,131184,0.0012184014797210693,0.00097377188843587,1.6303062438964844
hllpp_14_sha256,10000,10000,10074,1.0074,131184,0.0012126089096069336,0.0006085938110134323,1.6808509826660156
hllpp_14_sha256,10000,10000,10074,1.0074,131184,0.0012107648849487304,0.000577496053289791,1.6241073608398438
hllpp_14_sha256,10000,10000,10074,1.0074,131184,0.001214799690246582,0.0006253753549479704,1.6551017761230469
