algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_16_sha256,1000,1000,1001,1.001,524400,0.0011868925094604492,0.0005185701893649362,6.122112274169922
hll_16_sha256,1000,1000,1001,1.001,524400,0.0011850072383880615,0.0005025886130499606,5.997896194458008
hll_16_sha256,1000,1000,1001,1.001,524400,0.0011946300506591797,0.0004791089275007078,5.941867828369141
hll_16_sha256,1000,1000,1001,1.001,524400,0.001191687822341919,0.0004851372809327449,6.038904190063477
hll_16_sha256,1000,1000,1001,1.001,524400,0.0011910769939422606,0.0005013531984514546,5.922079086303711
hll_16_sha256,1000,1000,1001,1.001,524400,0.0011951831817626952,0.000535476791288857,6.263017654418945
hll_16_sha256,1000,1000,1001,1.001,524400,0.00120545597076416,0.0009602650276388221,5.960226058959961
hll_16_sha256,1000,1000,1001,1.001,524400,0.0012012320041656494,0.0006636511253571972,6.194829940795898
hll_16_sha256,1000,1000,1001,1.001,524400,0.0011978172779083252,0.000478465597527479,5.975961685180664
hll_16_sha256,1000,1000,1001,1.001,524400,0.0011949782371520996,0.0004763395061945217,6.023883819580078
