algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hllpp_14_sha256,40000,40000,39579,0.989475,131184,0.0012306416034698487,0.0016222492678261958,1.6689300537109375
hllpp_14_sha256,40000,40000,39579,0.989475,131184,0.0012474750995635985,0.0021808923358550723,1.6219615936279297
hllpp_14_sha256,40000,40000,39579,0.989475,131184,0.0011979901313781739,0.0005589962529142066,1.631021499633789
hllpp_14_sha256,40000,40000,39579,0.989475,131184,0.0011909060955047608,0.003203871972800916,1.622915267944336
hllpp_14_sha256,40000,40000,39579,0.989475,131184,0.001199229383468628,0.000585926929367101,1.6410350799560547
hllpp_14_sha256,40000,40000,39579,0.989475,131184,0.0012206058025360108,0.0034759961301447984,1.6541481018066406
hllpp_14_sha256,40000,40000,39579,0.989475,131184,0.0011986299991607666,0.0005195846647741195,1.6438961029052734
hllpp_14_sha256,40000,40000,39579,0.989475,131184,0.001215571689605713,0.0007852131011605259,1.6338825225830078
hllpp_14_sha256,40000,40000,39579,0.989475,131184,0.0012119976043701171,0.0006605986591760262,1.6489028930664062
hllpp_14_sha256,40000,40000,39579,0.989475,131184,0.001196204948425293,0.0005629280938232584,1.6350746154785156
