algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_14_mmh3,10000,10000,9973,0.9973,131184,0.0008068157196044922,0.0006933081202876476,1.7399787902832031
hll_14_mmh3,10000,10000,10022,1.0022,131184,0.0007996320247650147,0.0005478621318521903,1.6498565673828125
hll_14_mmh3,10000,10000,10019,1.0019,131184,0.0007945506572723389,0.0005256279017721193,1.7352104187011719
hll_14_mmh3,10000,10000,9956,0.9956,131184,0.0007951611995697022,0.007025544577457726,1.7459392547607422
hll_14_mmh3,10000,10000,9947,0.9947,131184,0.0008026584625244141,0.0018877415964755893,1.7628669738769531
hll_14_mmh3,10000,10000,9743,0.9743,131184,0.0007969099044799804,0.0005012326928925116,1.7359256744384766
hll_14_mmh3,10000,10000,9949,0.9949,131184,0.0007999567985534668,0.0005057746637016136,1.7542839050292969
hll_14_mmh3,10000,10000,10041,1.0041,131184,0.0007981610298156738,0.0005179182465077015,1.7099380493164062
hll_14_mmh3,10000,10000,10070,1.007,131184,0.0008018440723419189,0.0005618379464211492,1.7600059509277344
hll_14_mmh3,10000,10000,10035,1.0035,131184,0.0007968214988708497,0.000544834398477578,1.7120838165283203
