algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_16_sha256,40000,40000,40178,1.00445,524400,0.001222262191772461,0.0006529297894607301,6.3018798828125
hll_16_sha256,40000,40000,40178,1.00445,524400,0.0012842639923095703,0.012317859345376173,6.22105598449707
hll_16_sha256,40000,40000,40178,1.00445,524400,0.001206615447998047,0.0005617947253642541,6.219148635864258
hll_16_sha256,40000,40000,40178,1.00445,524400,0.00119533109664917,0.0005293801767233061,6.237983703613281
hll_16_sha256,40000,40000,40178,1.00445,524400,0.0011906989574432373,0.0004709337306950523,6.224870681762695
hll_16_sha256,40000,40000,40178,1.00445,524400,0.0011896410942077637,0.00049250461504853,6.253957748413086
hll_16_sha256,40000,40000,40178,1.00445,524400,0.0011885879516601563,0.0004674526063158737,6.232023239135742
hll_16_sha256,40000,40000,40178,1.00445,524400,0.0012047059535980225,0.013354312525382526,6.361246109008789
hll_16_sha256,40000,40000,40178,1.00445,524400,0.0012069718360900878,0.0013028169014944761,6.315946578979492
hll_16_sha256,40000,40000,40178,1.00445,524400,0.0011965677261352539,0.0005558243356509865,6.449222564697266
