algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
tbe_0.1_0.05,80000,80000,79936,0.9992,2097368,0.0005319027423858643,0.0035856970463058377,0.0050067901611328125
tbe_0.1_0.05,80000,80000,80020,1.00025,2097368,0.0005302091121673584,0.00353156764320412,0.003814697265625
tbe_0.1_0.05,80000,80000,80032,1.0004,2097368,0.0005319692134857178,0.003651090500403922,0.0040531158447265625
tbe_0.1_0.05,80000,80000,80628,1.00785,2097368,0.0005296061515808106,0.003673686845901276,0.00476837158203125
tbe_0.1_0.05,80000,80000,80100,1.00125,2097368,0.0005443437099456787,0.003632147312889232,0.0069141387939453125
tbe_0.1_0.05,80000,80000,79136,0.9892,2097368,0.0005308836936950684,0.00356808536019377,0.005245208740234375
tbe_0.1_0.05,80000,80000,79984,0.9998,2097368,0.000529915714263916,0.0035248460552553774,0.0040531158447265625
tbe_0.1_0.05,80000,80000,80176,1.0022,2097368,0.0005309648036956787,0.003834115818982864,0.0040531158447265625
tbe_0.1_0.05,80000,80000,79632,0.9954,2097368,0.0005409706115722656,0.0038124789909702414,0.0040531158447265625
tbe_0.1_0.05,80000,80000,80244,1.00305,2097368,0.0005413007259368897,0.0036774160898707608,0.0040531158447265625
