algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
tbe_0.1_0.05,100000,100000,99112,0.99112,2097368,0.0005229708671569824,0.004780254305679726,0.005245208740234375
tbe_0.1_0.05,100000,100000,100368,1.00368,2097368,0.0004973145484924316,0.004682865481083386,0.003814697265625
tbe_0.1_0.05,100000,100000,99752,0.99752,2097368,0.0005013154983520508,0.005072180705497195,0.005245208740234375
tbe_0.1_0.05,100000,100000,100120,1.0012,2097368,0.0004986510753631592,0.004927443306541229,0.004291534423828125
tbe_0.1_0.05,100000,100000,101616,1.01616,2097368,0.000499635648727417,0.004986059134340373,0.0050067901611328125
tbe_0.1_0.05,100000,100000,99176,0.99176,2097368,0.0004955361843109131,0.004754468585116331,0.005245208740234375
tbe_0.1_0.05,100000,100000,100328,1.00328,2097368,0.0004996716976165772,0.004626424203930981,0.0050067901611328125
tbe_0.1_0.05,100000,100000,99472,0.99472,2097368,0.0004977998733520508,0.0048312694065798766,0.0040531158447265625
tbe_0.1_0.05,100000,100000,99328,0.99328,2097368,0.0005030356407165527,0.004488242880222217,0.003814697265625
tbe_0.1_0.05,100000,100000,100728,1.00728,2097368,0.000507521677017212,0.0045446786684549215,0.0040531158447265625
