algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_14_sha256,10000,10000,9986,0.9986,131184,0.0011762610912322998,0.0005212312401024409,1.8177032470703125
hll_14_sha256,10000,10000,9986,0.9986,131184,0.001171016788482666,0.0004880542985978647,1.6169548034667969
hll_14_sha256,10000,10000,9986,0.9986,131184,0.0011813507080078126,0.0004938576893391801,1.6279220581054688
hll_14_sha256,10000,10000,9986,0.9986,131184,0.001174002742767334,0.00045304717804123024,1.6410350799560547
hll_14_sha256,10000,10000,9986,0.9986,131184,0.0011783257484436036,0.0004986429867139629,1.6179084777832031
hll_14_sha256,10000,10000,9986,0.9986,131184,0.0011840105056762696,0.0005300405465823608,1.6138553619384766
hll_14_sha256,10000,10000,9986,0.9986,131184,0.0011771118640899658,0.00047180531853412334,1.6279220581054688
hll_14_sha256,10000,10000,9986,0.9986,131184,0.0011746992588043213,0.0004626777928510625,1.6307830810546875
hll_14_sha256,10000,10000,9986,0.9986,131184,0.001181836986541748,0.0005064422554147512,1.6198158264160156
hll_14_sha256,10000,10000,9986,0.9986,131184,0.0011820555210113525,0.0005507768176392804,1.6210079193115234
