algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_16_mmh3,80000,80000,79995,0.9999375,524400,0.0007977045059204102,0.0017248346625647999,6.412744522094727
hll_16_mmh3,80000,80000,79613,0.9951625,524400,0.0007961429119110108,0.0005263487647675506,6.318092346191406
hll_16_mmh3,80000,80000,80359,1.0044875,524400,0.0007941156387329102,0.0005235563553898174,6.317138671875
hll_16_mmh3,80000,80000,80124,1.00155,524400,0.0007930029392242432,0.0005205783271170147,6.304025650024414
hll_16_mmh3,80000,80000,80063,1.0007875,524400,0.0007993237495422363,0.0005328763327363147,6.365776062011719
hll_16_mmh3,80000,80000,80431,1.0053875,524400,0.0007911149024963379,0.0005004222176391911,6.309986114501953
hll_16_mmh3,80000,80000,79813,0.9976625,524400,0.0007936627388000488,0.0004971933544579097,6.363153457641602
hll_16_mmh3,80000,80000,80553,1.0069125,524400,0.0007997677803039551,0.0005337579551828895,6.595134735107422
hll_16_mmh3,80000,80000,80063,1.0007875,524400,0.0008081150054931641,0.000565353090507355,6.791114807128906
hll_16_mmh3,80000,80000,79674,0.995925,524400,0.0008247060775756836,0.0006084091681003398,6.438732147216797
