algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
tbe_0.1_0.05,20000,20000,20000,1.0,2097368,0.0005538728237152099,0.0005954140112508762,0.0069141387939453125
tbe_0.1_0.05,20000,20000,20000,1.0,2097368,0.0005606822490692139,0.0006267927473527527,0.0050067901611328125
tbe_0.1_0.05,20000,20000,20000,1.0,2097368,0.0005567163467407227,0.0006113177251445049,0.003814697265625
tbe_0.1_0.05,20000,20000,20000,1.0,2097368,0.0005578474044799804,0.0006217286806801493,0.0069141387939453125
tbe_0.1_0.05,20000,20000,20000,1.0,2097368,0.0005595359802246094,0.0006067017567601197,0.0050067901611328125
tbe_0.1_0.05,20000,20000,20000,1.0,2097368,0.0005555379390716552,0.0006034388033000178,0.005245208740234375
tbe_0.1_0.05,20000,20000,20000,1.0,2097368,0.000554576587677002,0.0006089703500737687,0.0050067901611328125
tbe_0.1_0.05,20000,20000,20000,1.0,2097368,0.0005640093803405762,0.0008123117223927815,0.0050067901611328125
tbe_0.1_0.05,20000,20000,20000,1.0,2097368,0.0005505895137786866,0.0005863712449807963,0.00476837158203125
tbe_0.1_0.05,20000,20000,20000,1.0,2097368,0.0005544875621795655,0.0006400327201421746,0.0040531158447265625
