algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_14_mmh3,40000,40000,41668,1.0417,131184,0.0008077682971954345,0.0016807159710921582,1.5749931335449219
hll_14_mmh3,40000,40000,40981,1.024525,131184,0.0008144507884979248,0.0017613140072713948,1.5921592712402344
hll_14_mmh3,40000,40000,39536,0.9884,131184,0.000813612699508667,0.0007844790881635227,1.6460418701171875
hll_14_mmh3,40000,40000,41194,1.02985,131184,0.0008124558448791504,0.001403800055381059,1.569986343383789
hll_14_mmh3,40000,40000,41204,1.0301,131184,0.0008018158435821533,0.0005476261910377793,1.6150474548339844
hll_14_mmh3,40000,40000,41281,1.032025,131184,0.0008121459007263184,0.0010326210868608799,1.6109943389892578
hll_14_mmh3,40000,40000,39750,0.99375,131184,0.0008106514453887939,0.0006335396599494209,1.6291141510009766
hll_14_mmh3,40000,40000,41221,1.030525,131184,0.0008035361766815186,0.000631495209891057,1.5611648559570312
hll_14_mmh3,40000,40000,39592,0.9898,131184,0.0008152705192565918,0.0006455920511186697,1.6138553619384766
hll_14_mmh3,40000,40000,41297,1.032425,131184,0.000831016731262207,0.004849104896006779,1.5568733215332031
