algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hllpp_16_mmh3,10000,10000,10011,1.0011,524400,0.0009168916702270508,0.0011214219553123722,6.21795654296875
hllpp_16_mmh3,10000,10000,9995,0.9995,524400,0.000904018211364746,0.0005829910843062785,6.1130523681640625
hllpp_16_mmh3,10000,10000,9963,0.9963,524400,0.0009202909469604492,0.0006491508428678217,6.336212158203125
hllpp_16_mmh3,10000,10000,10020,1.002,524400,0.0008914083480834961,0.0011048872960257318,6.183147430419922
hllpp_16_mmh3,10000,10000,10034,1.0034,524400,0.0008911270618438721,0.0004935445626768671,6.167173385620117
hllpp_16_mmh3,10000,10000,10003,1.0003,524400,0.0008790602684020996,0.0004459061675604748,6.075143814086914
hllpp_16_mmh3,10000,10000,9990,0.999,524400,0.0009183952331542969,0.0008423153050507099,6.482362747192383
hllpp_16_mmh3,10000,10000,9962,0.9962,524400,0.0009183105945587158,0.000867125439920571,6.435871124267578
hllpp_16_mmh3,10000,10000,10050,1.005,524400,0.0008988551139831543,0.0007669373657402893,6.079912185668945
hllpp_16_mmh3,10000,10000,10003,1.0003,524400,0.0008806087970733643,0.00043728049173837085,6.026983261108398
