algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hllpp_16_mmh3,40000,40000,39946,0.99865,524400,0.0008787717342376709,0.0005556648208390355,6.3190460205078125
hllpp_16_mmh3,40000,40000,39865,0.996625,524400,0.000866142463684082,0.0004452021316660128,6.357908248901367
hllpp_16_mmh3,40000,40000,40143,1.003575,524400,0.0008739300251007081,0.00042791582937375605,6.366968154907227
hllpp_16_mmh3,40000,40000,40091,1.002275,524400,0.0009160278797149658,0.0021748241584799055,6.438732147216797
hllpp_16_mmh3,40000,40000,39997,0.999925,524400,0.0009359516620635987,0.005331842663017762,6.452083587646484
hllpp_16_mmh3,40000,40000,39892,0.9973,524400,0.0009338832378387452,0.0023194152992010893,6.847143173217773
hllpp_16_mmh3,40000,40000,40097,1.002425,524400,0.0009405648708343506,0.0039089667713018555,6.527900695800781
hllpp_16_mmh3,40000,40000,39927,0.998175,524400,0.0008894250869750977,0.000827883037824323,6.357908248901367
hllpp_16_mmh3,40000,40000,39924,0.9981,524400,0.0009026063919067383,0.0010204113184801408,6.386995315551758
hllpp_16_mmh3,40000,40000,39944,0.9986,524400,0.0009178172111511231,0.005498393377145864,6.439924240112305
