algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_14_mmh3,20000,20000,20046,1.0023,131184,0.0007889387607574463,0.0006304845650565021,1.7740726470947266
hll_14_mmh3,20000,20000,20084,1.0042,131184,0.0007956937789916993,0.0005394566512187563,1.7380714416503906
hll_14_mmh3,20000,20000,19860,0.993,131184,0.0007936682224273682,0.0005629931904729325,1.7690658569335938
hll_14_mmh3,20000,20000,19928,0.9964,131184,0.0007899013042449952,0.0005698293437500691,1.7688274383544922
hll_14_mmh3,20000,20000,19948,0.9974,131184,0.0008084990978240967,0.003195793046817664,1.7669200897216797
hll_14_mmh3,20000,20000,19962,0.9981,131184,0.002766512823104858,4.379996703829901,1.7580986022949219
hll_14_mmh3,20000,20000,19972,0.9986,131184,0.0007940288543701172,0.0004849558672803337,1.7719268798828125
hll_14_mmh3,20000,20000,20029,1.00145,131184,0.0007949251651763916,0.00048695702078639257,1.7490386962890625
hll_14_mmh3,20000,20000,19995,0.99975,131184,0.0007928041458129882,0.00048240407112721894,1.7330646514892578
hll_14_mmh3,20000,20000,19773,0.98865,131184,0.0007926435470581055,0.0017393021783571252,1.7268657684326172
