algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_16_mmh3,10000,10000,9984,0.9984,524400,0.0007935439109802246,0.0005585925584242407,6.110906600952148
hll_16_mmh3,10000,10000,10008,1.0008,524400,0.000796430492401123,0.0005536617767906068,6.0329437255859375
hll_16_mmh3,10000,10000,10017,1.0017,524400,0.0007945295333862305,0.0005452122377705904,6.225109100341797
hll_16_mmh3,10000,10000,9977,0.9977,524400,0.0007975521564483642,0.0005238868387657037,6.028175354003906
hll_16_mmh3,10000,10000,9996,0.9996,524400,0.0008004183292388916,0.0005452200320153307,6.188154220581055
hll_16_mmh3,10000,10000,9966,0.9966,524400,0.0008062882900238037,0.0005595632477969191,6.162166595458984
hll_16_mmh3,10000,10000,9989,0.9989,524400,0.0008317034244537353,0.013824158839930066,6.193876266479492
hll_16_mmh3,10000,10000,10004,1.0004,524400,0.000815690803527832,0.000680793173082838,6.349086761474609
hll_16_mmh3,10000,10000,10037,1.0037,524400,0.0008010385036468506,0.0005366366392654274,6.064891815185547
hll_16_mmh3,10000,10000,9981,0.9981,524400,0.0008185179233551025,0.0010905264695041726,6.135702133178711
