algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hllpp_16_mmh3,1000,1000,1001,1.001,524400,0.0009168463230133057,0.0013196266352556326,6.087064743041992
hllpp_16_mmh3,1000,1000,998,0.998,524400,0.0009149834156036377,0.001655693872621585,6.188154220581055
hllpp_16_mmh3,1000,1000,1001,1.001,524400,0.0009147730827331543,0.0007297460641798979,6.224870681762695
hllpp_16_mmh3,1000,1000,995,0.995,524400,0.0009175675392150879,0.002310211368202172,6.242036819458008
hllpp_16_mmh3,1000,1000,999,0.999,524400,0.0009030868530273437,0.0011079304441236686,6.067991256713867
hllpp_16_mmh3,1000,1000,1000,1.0,524400,0.0008964890003204345,0.0005513351429705802,6.075859069824219
hllpp_16_mmh3,1000,1000,1003,1.003,524400,0.0009023746967315674,0.0005582434715690433,6.0710906982421875
hllpp_16_mmh3,1000,1000,996,0.996,524400,0.0008960100173950195,0.0034383311036050358,5.958795547485352
hllpp_16_mmh3,1000,1000,997,0.997,524400,0.0008821020603179932,0.0006631735535211114,6.018161773681641
hllpp_16_mmh3,1000,1000,1000,1.0,524400,0.0008880817890167237,0.0012050007924024756,5.954742431640625
