algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hllpp_14_mmh3,60000,60000,59789,0.9964833333333334,131184,0.0008929084777832032,0.0006745548624235987,1.8229484558105469
hllpp_14_mmh3,60000,60000,59790,0.9965,131184,0.0008895797729492188,0.0005516765722256954,1.8200874328613281
hllpp_14_mmh3,60000,60000,60078,1.0013,131184,0.0008996170520782471,0.0005878807789676144,1.6589164733886719
hllpp_14_mmh3,60000,60000,59265,0.98775,131184,0.0009039454460144043,0.0005828284839021817,1.6829967498779297
hllpp_14_mmh3,60000,60000,60283,1.0047166666666667,131184,0.0009012811183929443,0.0006438762366162726,1.7299652099609375
hllpp_14_mmh3,60000,60000,59606,0.9934333333333333,131184,0.0009008126735687256,0.0006219075865519578,1.7137527465820312
hllpp_14_mmh3,60000,60000,59956,0.9992666666666666,131184,0.0009076588153839111,0.0007255165364852931,1.7120838165283203
hllpp_14_mmh3,60000,60000,60189,1.00315,131184,0.0009457893371582031,0.009455422190860789,1.7499923706054688
hllpp_14_mmh3,60000,60000,59978,0.9996333333333334,131184,0.0009069150447845459,0.00045645819006549494,1.7342567443847656
hllpp_14_mmh3,60000,60000,60170,1.0028333333333332,131184,0.0009008379459381103,0.0011162775087857789,1.6851425170898438
