algorithm,max_range,real_cardinality,estimated_cardinality,ratio,size,insertion_time_mean,insertion_time_std,estimation_time
hll_16_sha256,80000,80000,79992,0.9999,524400,0.0012788105487823486,0.018941163477158646,6.442070007324219
hll_16_sha256,80000,80000,79992,0.9999,524400,0.001196804428100586,0.0006042398680748735,6.387233734130859
hll_16_sha256,80000,80000,79992,0.9999,524400,0.0012177855014801025,0.0008088574470345867,6.405830383300781
hll_16_sha256,80000,80000,79992,0.9999,524400,0.001200254249572754,0.000588867143694754,6.335973739624023
hll_16_sha256,80000,80000,79992,0.9999,524400,0.00119954195022583,0.0005981319866528341,6.345987319946289
hll_16_sha256,80000,80000,79992,0.9999,524400,0.001230797052383423,0.0024258415753876925,6.294965744018555
hll_16_sha256,80000,80000,79992,0.9999,524400,0.0012024839401245117,0.0007956217997269937,6.311893463134766
hll_16_sha256,80000,80000,79992,0.9999,524400,0.001184699010848999,0.0005232270085044311,6.342887878417969
hll_16_sha256,80000,80000,79992,0.9999,524400,0.0011833974838256836,0.0005250126663516768,6.353139877319336
hll_16_sha256,80000,80000,79992,0.9999,524400,0.0011995198726654052,0.0007385094138519794,6.410121917724609
